ubigeo,distrito,departamen,poblacion,ipress_per_10k,atenciones_per_10k,dist_mediana_km,pct_ccpp_10km,indice_baseline,quintil_baseline,etiqueta_baseline,indice_alternativo,quintil_alternativo,etiqueta_alternativo,cambio_quintil,cambio_abs
040123,TIABAYA,AREQUIPA,14812.0,2.0254,0.0,4.929,100.0,0.4318,2,Low,0.4567,3,Medium,1.0,1.0
120116,HUACRAPUQUIO,JUNIN,1274.0,7.8493,0.0,10.068,41.67,0.5298,4,High,0.5213,3,Medium,-1.0,1.0
230102,ALTO DE LA ALIANZA,TACNA,40652.0,2.4599,333.0709,1.534,100.0,0.6387,5,Very high,0.6209,4,High,-1.0,1.0
020111,PIRA,ANCASH,3755.0,5.3262,0.0,19.777,0.0,0.394,2,Low,0.3228,1,Very low,-1.0,1.0
040411,TIPAN,AREQUIPA,506.0,39.5257,0.0,39.242,0.0,0.5225,3,Medium,0.5351,4,High,1.0,1.0
100905,YUYAPICHIS,HUANUCO,6616.0,9.0689,0.0,17.434,24.64,0.493,3,Medium,0.5264,4,High,1.0,1.0
190203,GOYLLARISQUIZGA,PASCO,4234.0,2.3618,0.0,6.4,100.0,0.4207,2,Low,0.4666,3,Medium,1.0,1.0
040508,HUANCA,AREQUIPA,1383.0,7.2307,0.0,44.766,0.0,0.3479,1,Very low,0.3757,2,Low,1.0,1.0
210106,CHUCUITO,PUNO,6807.0,5.8763,0.0,12.326,6.49,0.4609,3,Medium,0.4321,2,Low,-1.0,1.0
230202,CAIRANI,TACNA,1299.0,15.3965,0.0,62.921,0.0,0.424,2,Low,0.4825,3,Medium,1.0,1.0
210407,ZEPITA,PUNO,19161.0,6.2627,0.0,29.668,0.0,0.37,2,Low,0.349,1,Very low,-1.0,1.0
